Class	Sentence	pos_tags
NomAnaph	He  was  therefore  forced  to  depart  from  the  house,  leaving  it  in  the  spill  vase. 	He/PRP was/VBD therefore/RB forced/VBN to/TO depart/VB from/IN the/DT house/NN ,/, leaving/VBG it/PRP in/IN the/DT spill/NN vase/NN ./.
NomAnaph	The  paper  was  safe  where  it  was;  since  no  one  had  thought  of  looking  there  in  the  first  week,  it  was  not  likely  they  would  do  so  afterwards. 	The/DT paper/NN was/VBD safe/JJ where/WRB it/PRP was/VBD ;/: since/IN no/DT one/NN had/VBD thought/VBN of/IN looking/VBG there/RB in/IN the/DT first/JJ week/NN ,/, it/PRP was/VBD not/RB likely/JJ they/PRP would/MD do/VB so/RB afterwards/NNS ./.
NomAnaph	The  '1'  was  written  in  before  the  '7'  to  turn  it  into  the  '17th'. 	The/DT '/POS 1/CD '/'' was/VBD written/VBN in/IN before/IN the/DT '/POS 7/CD '/'' to/TO turn/VB it/PRP into/IN the/DT '17th/NNP '/POS ./.
NomAnaph	It  concealed  a  very  opposite  emotion. 	It/PRP concealed/VBD a/DT very/RB opposite/JJ emotion/NN ./.
ClauseAnaph	It  must,  in  fact,  have  been  distinctly  annoying  to  the  pair  of  schemers. 	It/PRP must/MD ,/, in/IN fact/NN ,/, have/VBP been/VBN distinctly/RB annoying/VBG to/TO the/DT pair/NN of/IN schemers/NNS ./.
NomAnaph	But  he  declared  that  he  saw  it  bolted!  I  cried. 	But/CC he/PRP declared/VBD that/IN he/PRP saw/VBD it/PRP bolted/VBD !/. I/PRP cried/VBD ./.
NomAnaph	And  that  was  just  what  confirmed  my  suspicion  that  it  was  not. 	And/CC that/DT was/VBD just/RB what/WP confirmed/VBD my/PRP$ suspicion/NN that/IN it/PRP was/VBD not/RB ./.
NomAnaph	I  was  fairly  certain  that  it  was  Mr.s.  Cavendish  who  had  hidden  it,  but  I  had  to  make  sure. 	I/PRP was/VBD fairly/RB certain/JJ that/IN it/PRP was/VBD Mr.s/NNP ./. Cavendish/VB who/WP had/VBD hidden/VBN it/PRP ,/, but/CC I/PRP had/VBD to/TO make/VB sure/JJ ./.
ClauseAnaph	It  all  arose  from  a  misunderstanding. 	It/PRP all/DT arose/VBP from/IN a/DT misunderstanding/NN ./.
ClauseAnaph	He  knew  it. 	He/PRP knew/VBD it/PRP ./.
NomAnaph	Pardon  me,  mon  ami,  but  you  did  not  understand  it  in  the  least. 	Pardon/NNP me/PRP ,/, mon/FW ami/NN ,/, but/CC you/PRP did/VBD not/RB understand/VB it/PRP in/IN the/DT least/JJS ./.
ClauseAnaph	I  could  have  cleared  him...though  it  might  have  meant  a  failure  to  convict  the  real  criminals. 	I/PRP could/MD have/VB cleared/VBN him/PRP .../: though/IN it/PRP might/MD have/VB meant/VBN a/DT failure/NN to/TO convict/VB the/DT real/JJ criminals/NNS ./.
